,State,State Abbreviation,Education Level of Mother,Year,Number of Births,Total Births in State,Average Age of Mother (years),Political Party Governing
1279,Mississippi,MS,> 8th Grade,2020,747,35473,26.8,R
1280,Mississippi,MS,Associate Degree,2020,4687,35473,28.0,R
1281,Mississippi,MS,Bahcelor's Degree,2020,4872,35473,29.9,R
1282,Mississippi,MS,Doctorate,2020,570,35473,32.9,R
1283,Mississippi,MS,High School Grad,2020,10971,35473,25.4,R
1284,Mississippi,MS,Master's Degree,2020,2212,35473,31.75,R
1285,Mississippi,MS,Some College Credit,2020,7869,35473,26.65,R
1286,Mississippi,MS,Unknown,2020,77,35473,26.55,R
1287,Mississippi,MS,9th > 12th Grade,2021,3344,35156,24.05,R
1288,Mississippi,MS,> 8th Grade,2021,729,35156,27.0,R
1289,Mississippi,MS,Associate Degree,2021,4790,35156,28.2,R
1290,Mississippi,MS,Bahcelor's Degree,2021,5080,35156,29.9,R
1291,Mississippi,MS,Doctorate,2021,604,35156,33.05,R
1292,Mississippi,MS,High School Grad,2021,10901,35156,25.45,R
1293,Mississippi,MS,Master's Degree,2021,2264,35156,31.7,R
1294,Mississippi,MS,Some College Credit,2021,7347,35156,26.9,R
1295,Mississippi,MS,Unknown,2021,97,35156,28.55,R
1296,Missouri,MO,9th > 12th Grade,2016,7292,74705,23.95,D
1297,Missouri,MO,> 8th Grade,2016,2078,74705,28.7,D
1298,Missouri,MO,Associate Degree,2016,6611,74705,29.0,D
1299,Missouri,MO,Bahcelor's Degree,2016,14391,74705,30.65,D
1300,Missouri,MO,Doctorate,2016,1783,74705,33.05,D
1301,Missouri,MO,High School Grad,2016,17983,74705,25.4,D
1302,Missouri,MO,Master's Degree,2016,6887,74705,32.15,D
1303,Missouri,MO,Some College Credit,2016,17427,74705,27.2,D
1304,Missouri,MO,Unknown,2016,253,74705,28.5,D
1305,Missouri,MO,9th > 12th Grade,2017,6802,73034,24.15,R
1306,Missouri,MO,> 8th Grade,2017,1961,73034,28.6,R
1307,Missouri,MO,Associate Degree,2017,6489,73034,29.35,R
1308,Missouri,MO,Bahcelor's Degree,2017,14179,73034,30.7,R
1309,Missouri,MO,Doctorate,2017,1701,73034,33.1,R
1310,Missouri,MO,High School Grad,2017,18136,73034,25.5,R
1311,Missouri,MO,Master's Degree,2017,6795,73034,32.3,R
1312,Missouri,MO,Some College Credit,2017,16709,73034,27.25,R
1313,Missouri,MO,Unknown,2017,262,73034,28.35,R
1314,Missouri,MO,9th > 12th Grade,2018,6716,73269,24.3,R
1315,Missouri,MO,> 8th Grade,2018,2011,73269,28.85,R
1316,Missouri,MO,Associate Degree,2018,6494,73269,29.3,R
1317,Missouri,MO,Bahcelor's Degree,2018,14256,73269,30.8,R
1318,Missouri,MO,Doctorate,2018,1722,73269,33.2,R
1319,Missouri,MO,High School Grad,2018,18489,73269,25.65,R
1320,Missouri,MO,Master's Degree,2018,6733,73269,32.2,R
1321,Missouri,MO,Some College Credit,2018,16607,73269,27.5,R
1322,Missouri,MO,Unknown,2018,241,73269,27.5,R
1323,Missouri,MO,9th > 12th Grade,2019,6431,72127,24.3,R
1324,Missouri,MO,> 8th Grade,2019,1986,72127,28.65,R
1325,Missouri,MO,Associate Degree,2019,6429,72127,29.45,R
1326,Missouri,MO,Bahcelor's Degree,2019,14236,72127,30.75,R
1327,Missouri,MO,Doctorate,2019,1837,72127,33.1,R
1328,Missouri,MO,High School Grad,2019,18247,72127,25.75,R
1329,Missouri,MO,Master's Degree,2019,6708,72127,32.3,R
1330,Missouri,MO,Some College Credit,2019,16022,72127,27.6,R
1331,Missouri,MO,Unknown,2019,231,72127,28.55,R
1332,Missouri,MO,9th > 12th Grade,2020,6092,69285,24.25,R
1333,Missouri,MO,> 8th Grade,2020,1947,69285,28.7,R
1334,Missouri,MO,Associate Degree,2020,6071,69285,29.45,R
1335,Missouri,MO,Bahcelor's Degree,2020,13714,69285,30.85,R
1336,Missouri,MO,Doctorate,2020,1767,69285,33.15,R
1337,Missouri,MO,High School Grad,2020,18065,69285,26.0,R
1338,Missouri,MO,Master's Degree,2020,6544,69285,32.3,R
1339,Missouri,MO,Some College Credit,2020,14834,69285,27.8,R
1340,Missouri,MO,Unknown,2020,251,69285,29.15,R
1341,Missouri,MO,9th > 12th Grade,2021,5623,69453,24.45,R
1342,Missouri,MO,> 8th Grade,2021,1971,69453,28.7,R
1343,Missouri,MO,Associate Degree,2021,6090,69453,29.55,R
1344,Missouri,MO,Bahcelor's Degree,2021,14331,69453,30.8,R
1345,Missouri,MO,Doctorate,2021,1935,69453,33.25,R
1346,Missouri,MO,High School Grad,2021,17951,69453,26.05,R
1347,Missouri,MO,Master's Degree,2021,6996,69453,32.35,R
1348,Missouri,MO,Some College Credit,2021,14292,69453,28.05,R
1349,Missouri,MO,Unknown,2021,264,69453,29.6,R
1350,Montana,MT,9th > 12th Grade,2016,1157,12282,23.55,D
1351,Montana,MT,> 8th Grade,2016,209,12282,27.15,D
1352,Montana,MT,Associate Degree,2016,1109,12282,29.5,D
1353,Montana,MT,Bahcelor's Degree,2016,2565,12282,31.15,D
1354,Montana,MT,Doctorate,2016,246,12282,33.6,D
1355,Montana,MT,High School Grad,2016,3473,12282,25.9,D
1356,Montana,MT,Master's Degree,2016,761,12282,32.9,D
1357,Montana,MT,Some College Credit,2016,2715,12282,27.85,D
1358,Montana,MT,Unknown,2016,47,12282,29.3,D
1359,Montana,MT,9th > 12th Grade,2017,1041,11799,23.85,D
1360,Montana,MT,> 8th Grade,2017,215,11799,27.1,D
1361,Montana,MT,Associate Degree,2017,1041,11799,29.6,D
1362,Montana,MT,Bahcelor's Degree,2017,2514,11799,31.25,D
1363,Montana,MT,Doctorate,2017,313,11799,33.7,D
1364,Montana,MT,High School Grad,2017,3147,11799,25.9,D
1365,Montana,MT,Master's Degree,2017,765,11799,33.15,D
1366,Montana,MT,Some College Credit,2017,2715,11799,27.95,D
1367,Montana,MT,Unknown,2017,48,11799,27.95,D
1368,Montana,MT,9th > 12th Grade,2018,947,11513,23.9,D
1369,Montana,MT,> 8th Grade,2018,216,11513,27.5,D
1370,Montana,MT,Associate Degree,2018,1026,11513,29.8,D
1371,Montana,MT,Bahcelor's Degree,2018,2512,11513,31.15,D
1372,Montana,MT,Doctorate,2018,271,11513,33.2,D
1373,Montana,MT,High School Grad,2018,3138,11513,26.2,D
1374,Montana,MT,Master's Degree,2018,767,11513,32.95,D
1375,Montana,MT,Some College Credit,2018,2594,11513,28.2,D
1376,Montana,MT,Unknown,2018,42,11513,28.9,D
1377,Montana,MT,9th > 12th Grade,2019,897,11070,24.15,D
1378,Montana,MT,> 8th Grade,2019,253,11070,27.65,D
1379,Montana,MT,Associate Degree,2019,1016,11070,29.9,D
1380,Montana,MT,Bahcelor's Degree,2019,2361,11070,31.2,D
1381,Montana,MT,Doctorate,2019,286,11070,33.65,D
1382,Montana,MT,High School Grad,2019,2963,11070,26.35,D
1383,Montana,MT,Master's Degree,2019,792,11070,32.95,D
1384,Montana,MT,Some College Credit,2019,2489,11070,28.25,D
1385,Montana,MT,Unknown,2019,13,11070,30.9,D
1386,Montana,MT,9th > 12th Grade,2020,801,10777,24.1,D
1387,Montana,MT,> 8th Grade,2020,223,10777,28.3,D
1388,Montana,MT,Associate Degree,2020,996,10777,29.95,D
1389,Montana,MT,Bahcelor's Degree,2020,2506,10777,31.3,D
1390,Montana,MT,Doctorate,2020,312,10777,34.25,D
1391,Montana,MT,High School Grad,2020,2803,10777,26.4,D
1392,Montana,MT,Master's Degree,2020,774,10777,33.3,D
1393,Montana,MT,Some College Credit,2020,2362,10777,28.6,D
1394,Montana,MT,9th > 12th Grade,2021,810,11216,23.95,R
1395,Montana,MT,> 8th Grade,2021,220,11216,27.45,R
1396,Montana,MT,Associate Degree,2021,1073,11216,29.9,R
1397,Montana,MT,Bahcelor's Degree,2021,2639,11216,31.5,R
1398,Montana,MT,Doctorate,2021,363,11216,33.65,R
1399,Montana,MT,High School Grad,2021,2932,11216,26.5,R
1400,Montana,MT,Master's Degree,2021,909,11216,33.1,R
1401,Montana,MT,Some College Credit,2021,2270,11216,28.6,R
1402,Nebraska,NE,9th > 12th Grade,2016,2048,26574,24.85,R
1403,Nebraska,NE,> 8th Grade,2016,1139,26574,29.7,R
1404,Nebraska,NE,Associate Degree,2016,2752,26574,29.6,R
1405,Nebraska,NE,Bahcelor's Degree,2016,6504,26574,30.55,R
1406,Nebraska,NE,Doctorate,2016,789,26574,32.8,R
1407,Nebraska,NE,High School Grad,2016,4942,26574,26.0,R
1408,Nebraska,NE,Master's Degree,2016,2487,26574,31.9,R
1409,Nebraska,NE,Some College Credit,2016,5913,26574,27.35,R
1410,Nebraska,NE,9th > 12th Grade,2017,2060,25809,25.4,R
1411,Nebraska,NE,> 8th Grade,2017,1156,25809,29.95,R
1412,Nebraska,NE,Associate Degree,2017,2674,25809,29.7,R
1413,Nebraska,NE,Bahcelor's Degree,2017,6143,25809,30.5,R
1414,Nebraska,NE,Doctorate,2017,749,25809,32.5,R
1415,Nebraska,NE,High School Grad,2017,4942,25809,26.0,R
1416,Nebraska,NE,Master's Degree,2017,2424,25809,31.95,R
1417,Nebraska,NE,Some College Credit,2017,5661,25809,27.3,R
1418,Nebraska,NE,9th > 12th Grade,2018,1965,25488,25.5,R
1419,Nebraska,NE,> 8th Grade,2018,1038,25488,29.9,R
1420,Nebraska,NE,Associate Degree,2018,2674,25488,29.8,R
1421,Nebraska,NE,Bahcelor's Degree,2018,6317,25488,30.65,R
1422,Nebraska,NE,Doctorate,2018,799,25488,33.05,R
1423,Nebraska,NE,High School Grad,2018,4890,25488,26.15,R
1424,Nebraska,NE,Master's Degree,2018,2481,25488,32.05,R
1425,Nebraska,NE,Some College Credit,2018,5294,25488,27.5,R
1426,Nebraska,NE,Unknown,2018,30,25488,31.6,R
1427,Nebraska,NE,9th > 12th Grade,2019,1739,24755,25.05,R
1428,Nebraska,NE,> 8th Grade,2019,1131,24755,29.85,R
1429,Nebraska,NE,Associate Degree,2019,2468,24755,29.85,R
1430,Nebraska,NE,Bahcelor's Degree,2019,6106,24755,30.7,R
1431,Nebraska,NE,Doctorate,2019,779,24755,32.8,R
1432,Nebraska,NE,High School Grad,2019,4873,24755,26.25,R
1433,Nebraska,NE,Master's Degree,2019,2459,24755,32.15,R
1434,Nebraska,NE,Some College Credit,2019,5167,24755,27.65,R
1435,Nebraska,NE,Unknown,2019,33,24755,28.45,R
1436,Nebraska,NE,9th > 12th Grade,2020,1734,24291,25.55,R
1437,Nebraska,NE,> 8th Grade,2020,1098,24291,29.75,R
1438,Nebraska,NE,Associate Degree,2020,2406,24291,30.1,R
1439,Nebraska,NE,Bahcelor's Degree,2020,6120,24291,30.65,R
1440,Nebraska,NE,Doctorate,2020,805,24291,32.9,R
1441,Nebraska,NE,High School Grad,2020,4807,24291,26.35,R
1442,Nebraska,NE,Master's Degree,2020,2437,24291,32.15,R
1443,Nebraska,NE,Some College Credit,2020,4852,24291,27.85,R
1444,Nebraska,NE,Unknown,2020,32,24291,29.9,R
1445,Nebraska,NE,9th > 12th Grade,2021,1661,24609,25.0,R
1446,Nebraska,NE,> 8th Grade,2021,1050,24609,30.3,R
1447,Nebraska,NE,Associate Degree,2021,2436,24609,30.0,R
1448,Nebraska,NE,Bahcelor's Degree,2021,6296,24609,30.7,R
1449,Nebraska,NE,Doctorate,2021,818,24609,32.95,R
1450,Nebraska,NE,High School Grad,2021,4842,24609,26.5,R
1451,Nebraska,NE,Master's Degree,2021,2595,24609,31.95,R
1452,Nebraska,NE,Some College Credit,2021,4879,24609,27.95,R
1453,Nebraska,NE,Unknown,2021,32,24609,32.9,R
1454,Nevada,NV,9th > 12th Grade,2016,5655,36260,25.9,R
1455,Nevada,NV,> 8th Grade,2016,883,36260,30.65,R
1456,Nevada,NV,Associate Degree,2016,2654,36260,30.1,R
1457,Nevada,NV,Bahcelor's Degree,2016,5012,36260,31.6,R
1458,Nevada,NV,Doctorate,2016,485,36260,34.2,R
1459,Nevada,NV,High School Grad,2016,11039,36260,26.75,R
1460,Nevada,NV,Master's Degree,2016,1639,36260,33.05,R
1461,Nevada,NV,Some College Credit,2016,8044,36260,28.35,R
1462,Nevada,NV,Unknown,2016,849,36260,28.45,R
1463,Nevada,NV,9th > 12th Grade,2017,5177,35756,26.0,R
1464,Nevada,NV,> 8th Grade,2017,858,35756,31.05,R
1465,Nevada,NV,Associate Degree,2017,2664,35756,30.15,R
1466,Nevada,NV,Bahcelor's Degree,2017,4849,35756,31.65,R
1467,Nevada,NV,Doctorate,2017,479,35756,34.1,R
1468,Nevada,NV,High School Grad,2017,11290,35756,26.85,R
1469,Nevada,NV,Master's Degree,2017,1601,35756,33.05,R
1470,Nevada,NV,Some College Credit,2017,7799,35756,28.55,R
1471,Nevada,NV,Unknown,2017,1039,35756,28.45,R
1472,Nevada,NV,9th > 12th Grade,2018,4826,35682,26.25,R
1473,Nevada,NV,> 8th Grade,2018,829,35682,31.4,R
1474,Nevada,NV,Associate Degree,2018,2598,35682,30.3,R
1475,Nevada,NV,Bahcelor's Degree,2018,5096,35682,31.8,R
1476,Nevada,NV,Doctorate,2018,525,35682,34.4,R
1477,Nevada,NV,High School Grad,2018,11699,35682,26.95,R
1478,Nevada,NV,Master's Degree,2018,1709,35682,33.2,R
1479,Nevada,NV,Some College Credit,2018,7657,35682,28.65,R
1480,Nevada,NV,Unknown,2018,743,35682,28.9,R
1481,Nevada,NV,9th > 12th Grade,2019,4504,35072,26.45,D
1482,Nevada,NV,> 8th Grade,2019,780,35072,31.35,D
1483,Nevada,NV,Associate Degree,2019,2661,35072,30.4,D
1484,Nevada,NV,Bahcelor's Degree,2019,5070,35072,31.8,D
1485,Nevada,NV,Doctorate,2019,529,35072,34.15,D
1486,Nevada,NV,High School Grad,2019,11268,35072,27.05,D
1487,Nevada,NV,Master's Degree,2019,1720,35072,33.2,D
1488,Nevada,NV,Some College Credit,2019,7417,35072,28.9,D
1489,Nevada,NV,Unknown,2019,1123,35072,28.2,D
1490,Nevada,NV,9th > 12th Grade,2020,4079,33653,26.7,D
1491,Nevada,NV,> 8th Grade,2020,609,33653,31.25,D
1492,Nevada,NV,Associate Degree,2020,2598,33653,30.4,D
1493,Nevada,NV,Bahcelor's Degree,2020,5110,33653,31.85,D
1494,Nevada,NV,Doctorate,2020,522,33653,34.3,D
1495,Nevada,NV,High School Grad,2020,10951,33653,27.1,D
1496,Nevada,NV,Master's Degree,2020,1680,33653,33.5,D
1497,Nevada,NV,Some College Credit,2020,7040,33653,28.95,D
1498,Nevada,NV,Unknown,2020,1064,33653,28.75,D
1499,Nevada,NV,9th > 12th Grade,2021,3822,33686,26.75,D
1500,Nevada,NV,> 8th Grade,2021,513,33686,31.7,D
1501,Nevada,NV,Associate Degree,2021,2537,33686,30.75,D
1502,Nevada,NV,Bahcelor's Degree,2021,5299,33686,31.85,D
1503,Nevada,NV,Doctorate,2021,544,33686,34.3,D
1504,Nevada,NV,High School Grad,2021,11173,33686,27.25,D
1505,Nevada,NV,Master's Degree,2021,1892,33686,33.3,D
1506,Nevada,NV,Some College Credit,2021,7109,33686,29.2,D
1507,Nevada,NV,Unknown,2021,797,33686,28.9,D
1508,New Hampshire,NH,9th > 12th Grade,2016,656,12267,24.8,D
1509,New Hampshire,NH,> 8th Grade,2016,86,12267,29.6,D
1510,New Hampshire,NH,Associate Degree,2016,1091,12267,30.35,D
1511,New Hampshire,NH,Bahcelor's Degree,2016,3017,12267,31.5,D
1512,New Hampshire,NH,Doctorate,2016,376,12267,33.7,D
1513,New Hampshire,NH,High School Grad,2016,2615,12267,26.65,D
1514,New Hampshire,NH,Master's Degree,2016,1800,12267,32.6,D
1515,New Hampshire,NH,Some College Credit,2016,2553,12267,28.35,D
1516,New Hampshire,NH,Unknown,2016,73,12267,30.2,D
1517,New Hampshire,NH,9th > 12th Grade,2017,617,12116,24.5,R
1518,New Hampshire,NH,> 8th Grade,2017,86,12116,29.2,R
1519,New Hampshire,NH,Associate Degree,2017,1158,12116,30.55,R
1520,New Hampshire,NH,Bahcelor's Degree,2017,3169,12116,31.35,R
1521,New Hampshire,NH,Doctorate,2017,392,12116,34.25,R
1522,New Hampshire,NH,High School Grad,2017,2573,12116,26.6,R
1523,New Hampshire,NH,Master's Degree,2017,1714,12116,32.8,R
1524,New Hampshire,NH,Some College Credit,2017,2347,12116,28.4,R
1525,New Hampshire,NH,Unknown,2017,60,12116,29.9,R
1526,New Hampshire,NH,9th > 12th Grade,2018,564,11995,24.6,R
1527,New Hampshire,NH,> 8th Grade,2018,93,11995,28.9,R
1528,New Hampshire,NH,Associate Degree,2018,1082,11995,30.7,R
1529,New Hampshire,NH,Bahcelor's Degree,2018,3126,11995,31.7,R
1530,New Hampshire,NH,Doctorate,2018,399,11995,34.1,R
1531,New Hampshire,NH,High School Grad,2018,2514,11995,26.8,R
1532,New Hampshire,NH,Master's Degree,2018,1774,11995,32.7,R
1533,New Hampshire,NH,Some College Credit,2018,2382,11995,28.8,R
1534,New Hampshire,NH,Unknown,2018,61,11995,30.75,R
1535,New Hampshire,NH,9th > 12th Grade,2019,548,11839,25.35,R
1536,New Hampshire,NH,> 8th Grade,2019,65,11839,30.05,R
1537,New Hampshire,NH,Associate Degree,2019,1073,11839,30.7,R
1538,New Hampshire,NH,Bahcelor's Degree,2019,3141,11839,31.65,R
1539,New Hampshire,NH,Doctorate,2019,371,11839,34.45,R
1540,New Hampshire,NH,High School Grad,2019,2423,11839,26.8,R
1541,New Hampshire,NH,Master's Degree,2019,1876,11839,32.85,R
1542,New Hampshire,NH,Some College Credit,2019,2265,11839,28.85,R
1543,New Hampshire,NH,Unknown,2019,77,11839,32.5,R
1544,New Hampshire,NH,9th > 12th Grade,2020,561,11791,25.35,R
1545,New Hampshire,NH,> 8th Grade,2020,65,11791,29.35,R
1546,New Hampshire,NH,Associate Degree,2020,1029,11791,30.6,R
1547,New Hampshire,NH,Bahcelor's Degree,2020,3181,11791,31.75,R
1548,New Hampshire,NH,Doctorate,2020,406,11791,34.3,R
1549,New Hampshire,NH,High School Grad,2020,2463,11791,27.05,R
1550,New Hampshire,NH,Master's Degree,2020,1828,11791,33.0,R
1551,New Hampshire,NH,Some College Credit,2020,2197,11791,29.15,R
1552,New Hampshire,NH,Unknown,2020,61,11791,31.2,R
1553,New Hampshire,NH,9th > 12th Grade,2021,527,12625,25.45,R
1554,New Hampshire,NH,> 8th Grade,2021,72,12625,29.05,R
1555,New Hampshire,NH,Associate Degree,2021,1115,12625,30.9,R
1556,New Hampshire,NH,Bahcelor's Degree,2021,3559,12625,31.75,R
1557,New Hampshire,NH,Doctorate,2021,463,12625,34.1,R
1558,New Hampshire,NH,High School Grad,2021,2506,12625,27.55,R
1559,New Hampshire,NH,Master's Degree,2021,2144,12625,33.05,R
1560,New Hampshire,NH,Some College Credit,2021,2179,12625,29.5,R
1561,New Hampshire,NH,Unknown,2021,60,12625,30.75,R
1562,New Jersey,NJ,9th > 12th Grade,2016,7088,102647,26.25,R
1563,New Jersey,NJ,> 8th Grade,2016,4470,102647,30.1,R
1564,New Jersey,NJ,Associate Degree,2016,7000,102647,30.8,R
1565,New Jersey,NJ,Bahcelor's Degree,2016,26605,102647,32.1,R
1566,New Jersey,NJ,Doctorate,2016,3547,102647,34.2,R
1567,New Jersey,NJ,High School Grad,2016,23672,102647,27.95,R
1568,New Jersey,NJ,Master's Degree,2016,15752,102647,32.95,R
1569,New Jersey,NJ,Some College Credit,2016,13986,102647,29.1,R
1570,New Jersey,NJ,Unknown,2016,527,102647,30.8,R
1571,New Jersey,NJ,9th > 12th Grade,2017,6454,101250,26.6,R
1572,New Jersey,NJ,> 8th Grade,2017,4187,101250,30.15,R
1573,New Jersey,NJ,Associate Degree,2017,7054,101250,30.8,R
1574,New Jersey,NJ,Bahcelor's Degree,2017,26826,101250,32.2,R
1575,New Jersey,NJ,Doctorate,2017,3464,101250,34.25,R
1576,New Jersey,NJ,High School Grad,2017,23473,101250,28.05,R
1577,New Jersey,NJ,Master's Degree,2017,15616,101250,33.0,R
1578,New Jersey,NJ,Some College Credit,2017,13495,101250,29.2,R
1579,New Jersey,NJ,Unknown,2017,681,101250,30.75,R
1580,New Jersey,NJ,9th > 12th Grade,2018,6437,101223,26.5,D
1581,New Jersey,NJ,> 8th Grade,2018,4149,101223,30.45,D
1582,New Jersey,NJ,Associate Degree,2018,6828,101223,31.0,D
1583,New Jersey,NJ,Bahcelor's Degree,2018,26829,101223,32.3,D
1584,New Jersey,NJ,Doctorate,2018,3569,101223,34.2,D
1585,New Jersey,NJ,High School Grad,2018,23898,101223,28.15,D
1586,New Jersey,NJ,Master's Degree,2018,15901,101223,33.2,D
1587,New Jersey,NJ,Some College Credit,2018,12994,101223,29.35,D
1588,New Jersey,NJ,Unknown,2018,618,101223,30.7,D
1589,New Jersey,NJ,9th > 12th Grade,2019,6080,99585,26.6,D
1590,New Jersey,NJ,> 8th Grade,2019,3853,99585,30.25,D
1591,New Jersey,NJ,Associate Degree,2019,6909,99585,31.1,D
1592,New Jersey,NJ,Bahcelor's Degree,2019,26943,99585,32.35,D
1593,New Jersey,NJ,Doctorate,2019,3691,99585,34.3,D
1594,New Jersey,NJ,High School Grad,2019,23164,99585,28.15,D
1595,New Jersey,NJ,Master's Degree,2019,15757,99585,33.2,D
1596,New Jersey,NJ,Some College Credit,2019,12505,99585,29.5,D
1597,New Jersey,NJ,Unknown,2019,683,99585,30.55,D
1598,New Jersey,NJ,9th > 12th Grade,2020,5474,97954,26.7,D
1599,New Jersey,NJ,> 8th Grade,2020,3827,97954,30.4,D
1600,New Jersey,NJ,Associate Degree,2020,6800,97954,31.1,D
1601,New Jersey,NJ,Bahcelor's Degree,2020,26645,97954,32.5,D
1602,New Jersey,NJ,Doctorate,2020,3623,97954,34.35,D
1603,New Jersey,NJ,High School Grad,2020,23010,97954,28.35,D
1604,New Jersey,NJ,Master's Degree,2020,15924,97954,33.35,D
1605,New Jersey,NJ,Some College Credit,2020,11731,97954,29.65,D
1606,New Jersey,NJ,Unknown,2020,920,97954,30.75,D
1607,New Jersey,NJ,9th > 12th Grade,2021,5150,101497,27.0,D
1608,New Jersey,NJ,> 8th Grade,2021,3566,101497,30.05,D
1609,New Jersey,NJ,Associate Degree,2021,6910,101497,31.15,D
1610,New Jersey,NJ,Bahcelor's Degree,2021,28276,101497,32.6,D
1611,New Jersey,NJ,Doctorate,2021,4080,101497,34.5,D
1612,New Jersey,NJ,High School Grad,2021,23384,101497,28.45,D
1613,New Jersey,NJ,Master's Degree,2021,16990,101497,33.45,D
1614,New Jersey,NJ,Some College Credit,2021,11997,101497,29.9,D
1615,New Jersey,NJ,Unknown,2021,1144,101497,31.25,D
1616,New Mexico,NM,9th > 12th Grade,2016,4214,24692,24.3,R
1617,New Mexico,NM,> 8th Grade,2016,668,24692,28.45,R
1618,New Mexico,NM,Associate Degree,2016,2194,24692,29.0,R
1619,New Mexico,NM,Bahcelor's Degree,2016,3245,24692,30.8,R
1620,New Mexico,NM,Doctorate,2016,511,24692,33.55,R
1621,New Mexico,NM,High School Grad,2016,5915,24692,25.95,R
1622,New Mexico,NM,Master's Degree,2016,1186,24692,32.6,R
1623,New Mexico,NM,Some College Credit,2016,6659,24692,26.85,R
1624,New Mexico,NM,Unknown,2016,100,24692,28.4,R
1625,New Mexico,NM,9th > 12th Grade,2017,3874,23767,24.5,R
1626,New Mexico,NM,> 8th Grade,2017,648,23767,28.1,R
1627,New Mexico,NM,Associate Degree,2017,2164,23767,29.3,R
1628,New Mexico,NM,Bahcelor's Degree,2017,3105,23767,30.8,R
1629,New Mexico,NM,Doctorate,2017,513,23767,33.85,R
1630,New Mexico,NM,High School Grad,2017,5812,23767,25.95,R
1631,New Mexico,NM,Master's Degree,2017,1133,23767,32.75,R
1632,New Mexico,NM,Some College Credit,2017,6463,23767,27.15,R
1633,New Mexico,NM,Unknown,2017,55,23767,28.55,R
1634,New Mexico,NM,9th > 12th Grade,2018,3490,23039,24.65,R
1635,New Mexico,NM,> 8th Grade,2018,557,23039,28.4,R
1636,New Mexico,NM,Associate Degree,2018,2159,23039,29.05,R
1637,New Mexico,NM,Bahcelor's Degree,2018,3182,23039,30.8,R
1638,New Mexico,NM,Doctorate,2018,536,23039,34.2,R
1639,New Mexico,NM,High School Grad,2018,5609,23039,26.05,R
1640,New Mexico,NM,Master's Degree,2018,1084,23039,32.75,R
1641,New Mexico,NM,Some College Credit,2018,6365,23039,27.35,R
1642,New Mexico,NM,Unknown,2018,57,23039,27.25,R
1643,New Mexico,NM,9th > 12th Grade,2019,3440,22960,24.7,D
1644,New Mexico,NM,> 8th Grade,2019,572,22960,28.85,D
1645,New Mexico,NM,Associate Degree,2019,2135,22960,29.2,D
1646,New Mexico,NM,Bahcelor's Degree,2019,3085,22960,30.9,D
1647,New Mexico,NM,Doctorate,2019,510,22960,33.8,D
1648,New Mexico,NM,High School Grad,2019,5840,22960,26.2,D
1649,New Mexico,NM,Master's Degree,2019,1232,22960,32.8,D
1650,New Mexico,NM,Some College Credit,2019,6092,22960,27.5,D
1651,New Mexico,NM,Unknown,2019,54,22960,29.1,D
1652,New Mexico,NM,9th > 12th Grade,2020,3208,21903,24.9,D
1653,New Mexico,NM,> 8th Grade,2020,519,21903,28.75,D
1654,New Mexico,NM,Associate Degree,2020,2056,21903,29.25,D
1655,New Mexico,NM,Bahcelor's Degree,2020,2982,21903,30.85,D
1656,New Mexico,NM,Doctorate,2020,495,21903,34.0,D
1657,New Mexico,NM,High School Grad,2020,5645,21903,26.3,D
1658,New Mexico,NM,Master's Degree,2020,1146,21903,33.05,D
1659,New Mexico,NM,Some College Credit,2020,5796,21903,27.4,D
1660,New Mexico,NM,Unknown,2020,56,21903,28.45,D
1661,New Mexico,NM,9th > 12th Grade,2021,2871,21391,24.85,D
1662,New Mexico,NM,> 8th Grade,2021,502,21391,28.15,D
1663,New Mexico,NM,Associate Degree,2021,2076,21391,29.35,D
1664,New Mexico,NM,Bahcelor's Degree,2021,3126,21391,30.95,D
1665,New Mexico,NM,Doctorate,2021,440,21391,34.25,D
1666,New Mexico,NM,High School Grad,2021,5358,21391,26.3,D
1667,New Mexico,NM,Master's Degree,2021,1411,21391,33.15,D
1668,New Mexico,NM,Some College Credit,2021,5541,21391,27.8,D
1669,New Mexico,NM,Unknown,2021,66,21391,27.55,D
1670,New York,NY,9th > 12th Grade,2016,25331,234283,26.4,D
1671,New York,NY,> 8th Grade,2016,10806,234283,30.15,D
1672,New York,NY,Associate Degree,2016,18758,234283,30.35,D
1673,New York,NY,Bahcelor's Degree,2016,46756,234283,32.0,D
1674,New York,NY,Doctorate,2016,8187,234283,34.15,D
1675,New York,NY,High School Grad,2016,51918,234283,27.8,D
1676,New York,NY,Master's Degree,2016,33616,234283,33.1,D
1677,New York,NY,Some College Credit,2016,37773,234283,28.65,D
1678,New York,NY,Unknown,2016,1138,234283,29.4,D
1679,New York,NY,9th > 12th Grade,2017,24154,229737,26.75,D
1680,New York,NY,> 8th Grade,2017,10546,229737,30.45,D
1681,New York,NY,Associate Degree,2017,18189,229737,30.45,D
1682,New York,NY,Bahcelor's Degree,2017,46142,229737,32.15,D
1683,New York,NY,Doctorate,2017,8113,229737,34.4,D
1684,New York,NY,High School Grad,2017,51786,229737,27.9,D
1685,New York,NY,Master's Degree,2017,33330,229737,33.25,D
1686,New York,NY,Some College Credit,2017,36267,229737,28.8,D
1687,New York,NY,Unknown,2017,1210,229737,29.75,D
1688,New York,NY,9th > 12th Grade,2018,22395,226238,26.8,D
1689,New York,NY,> 8th Grade,2018,9775,226238,30.6,D
1690,New York,NY,Associate Degree,2018,17968,226238,30.6,D
