State,State Abbreviation,Education Level of Mother,Year,Number of Births,Total Births in State,Average Age of Mother (years)
Florida,FL,Some College Credit,2016,42571,225022,28.3
Florida,FL,Unknown,2016,2379,225022,29.6
Florida,FL,9th > 12th Grade,2017,20152,223630,25.2
Florida,FL,> 8th Grade,2017,6623,223630,28.65
Florida,FL,Associate Degree,2017,22571,223630,30
Florida,FL,Bahcelor's Degree,2017,40002,223630,31.6
Florida,FL,Doctorate,2017,4656,223630,33.75
Florida,FL,High School Grad,2017,69578,223630,27.1
Florida,FL,Master's Degree,2017,15869,223630,32.95
Florida,FL,Some College Credit,2017,41760,223630,28.45
Florida,FL,Unknown,2017,2419,223630,29.95
Florida,FL,9th > 12th Grade,2018,18922,221542,25.45
Florida,FL,> 8th Grade,2018,6404,221542,28.95
Florida,FL,Associate Degree,2018,22817,221542,30.15
Florida,FL,Bahcelor's Degree,2018,41416,221542,31.7
Florida,FL,Doctorate,2018,4887,221542,33.7
Florida,FL,High School Grad,2018,67627,221542,27.3
Florida,FL,Master's Degree,2018,16318,221542,33
Florida,FL,Some College Credit,2018,40610,221542,28.6
Florida,FL,Unknown,2018,2541,221542,29.15
Florida,FL,9th > 12th Grade,2019,17660,220002,25.45
Florida,FL,> 8th Grade,2019,6252,220002,28.6
Florida,FL,Associate Degree,2019,22586,220002,30.25
Florida,FL,Bahcelor's Degree,2019,42240,220002,31.8
Florida,FL,Doctorate,2019,5226,220002,33.95
Florida,FL,High School Grad,2019,68336,220002,27.35
Florida,FL,Master's Degree,2019,16610,220002,33.2
Florida,FL,Some College Credit,2019,39055,220002,28.85
Florida,FL,Unknown,2019,2037,220002,29.45
Florida,FL,9th > 12th Grade,2020,16227,209671,25.55
Florida,FL,> 8th Grade,2020,5917,209671,28.65
Florida,FL,Associate Degree,2020,21882,209671,30.3
Florida,FL,Bahcelor's Degree,2020,41239,209671,31.85
Florida,FL,Doctorate,2020,5056,209671,33.95
Florida,FL,High School Grad,2020,65185,209671,27.4
Florida,FL,Master's Degree,2020,16558,209671,33.25
Florida,FL,Some College Credit,2020,35973,209671,28.95
Florida,FL,Unknown,2020,1634,209671,29.5
Florida,FL,9th > 12th Grade,2021,15340,216260,25.85
Florida,FL,> 8th Grade,2021,5867,216260,28.6
Florida,FL,Associate Degree,2021,22968,216260,30.4
Florida,FL,Bahcelor's Degree,2021,43722,216260,31.9
Florida,FL,Doctorate,2021,5555,216260,34.1
Florida,FL,High School Grad,2021,66101,216260,27.5
Florida,FL,Master's Degree,2021,17835,216260,33.3
Florida,FL,Some College Credit,2021,36563,216260,29.25
Florida,FL,Unknown,2021,2309,216260,29.85
Georgia,GA,9th > 12th Grade,2016,13833,130042,24.35
Georgia,GA,> 8th Grade,2016,4894,130042,28.85
Georgia,GA,Associate Degree,2016,8666,130042,29.4
Georgia,GA,Bahcelor's Degree,2016,26734,130042,31.2
Georgia,GA,Doctorate,2016,2133,130042,33.75
Georgia,GA,High School Grad,2016,38270,130042,26.05
Georgia,GA,Master's Degree,2016,9350,130042,32.7
Georgia,GA,Some College Credit,2016,24983,130042,27.45
Georgia,GA,Unknown,2016,1179,130042,28.75
Georgia,GA,9th > 12th Grade,2017,12620,129243,24.45
Georgia,GA,> 8th Grade,2017,4411,129243,29.35
Georgia,GA,Associate Degree,2017,8933,129243,29.45
Georgia,GA,Bahcelor's Degree,2017,27994,129243,31.3
Georgia,GA,Doctorate,2017,2145,129243,33.8
Georgia,GA,High School Grad,2017,39389,129243,26.2
Georgia,GA,Master's Degree,2017,8654,129243,32.55
Georgia,GA,Some College Credit,2017,24268,129243,27.6
Georgia,GA,Unknown,2017,829,129243,29
Georgia,GA,9th > 12th Grade,2018,11878,126172,24.55
Georgia,GA,> 8th Grade,2018,4086,126172,28.9
Georgia,GA,Associate Degree,2018,9470,126172,29.7
Georgia,GA,Bahcelor's Degree,2018,26669,126172,31.4
Georgia,GA,Doctorate,2018,2114,126172,34
Georgia,GA,High School Grad,2018,39741,126172,26.35
Georgia,GA,Master's Degree,2018,8745,126172,32.8
Georgia,GA,Some College Credit,2018,22893,126172,27.75
Georgia,GA,Unknown,2018,576,126172,28.9
Georgia,GA,9th > 12th Grade,2019,11851,126371,24.75
Georgia,GA,> 8th Grade,2019,4023,126371,28.85
Georgia,GA,Associate Degree,2019,9844,126371,29.75
Georgia,GA,Bahcelor's Degree,2019,26902,126371,31.4
Georgia,GA,Doctorate,2019,2145,126371,34.05
Georgia,GA,High School Grad,2019,39582,126371,26.4
Georgia,GA,Master's Degree,2019,8609,126371,32.8
Georgia,GA,Some College Credit,2019,22718,126371,27.9
Georgia,GA,Unknown,2019,697,126371,28.7
Georgia,GA,9th > 12th Grade,2020,10885,122473,24.8
Georgia,GA,> 8th Grade,2020,3810,122473,29.05
Georgia,GA,Associate Degree,2020,9509,122473,29.85
Georgia,GA,Bahcelor's Degree,2020,26192,122473,31.4
Georgia,GA,Doctorate,2020,2113,122473,34.05
Georgia,GA,High School Grad,2020,39675,122473,26.55
Georgia,GA,Master's Degree,2020,8730,122473,32.75
Georgia,GA,Some College Credit,2020,21146,122473,28
Georgia,GA,Unknown,2020,413,122473,29.35
Georgia,GA,9th > 12th Grade,2021,10174,124073,24.9
Georgia,GA,> 8th Grade,2021,3662,124073,29
Georgia,GA,Associate Degree,2021,9898,124073,29.95
Georgia,GA,Bahcelor's Degree,2021,27451,124073,31.5
Georgia,GA,Doctorate,2021,2483,124073,34.1
Georgia,GA,High School Grad,2021,40316,124073,26.7
Georgia,GA,Master's Degree,2021,9675,124073,32.85
Georgia,GA,Some College Credit,2021,20086,124073,28.2
Georgia,GA,Unknown,2021,328,124073,28.8
Hawaii,HI,9th > 12th Grade,2016,2959,18059,26.75
Hawaii,HI,> 8th Grade,2016,157,18059,27.7
Hawaii,HI,Associate Degree,2016,2298,18059,30.1
Hawaii,HI,Bahcelor's Degree,2016,3895,18059,31.8
Hawaii,HI,Doctorate,2016,216,18059,34.5
Hawaii,HI,High School Grad,2016,3457,18059,26.45
Hawaii,HI,Master's Degree,2016,1498,18059,34.05
Hawaii,HI,Some College Credit,2016,3476,18059,28.35
Hawaii,HI,Unknown,2016,103,18059,29.55
Hawaii,HI,9th > 12th Grade,2017,3044,17517,26.45
Hawaii,HI,> 8th Grade,2017,149,17517,27.25
Hawaii,HI,Associate Degree,2017,2174,17517,30.25
Hawaii,HI,Bahcelor's Degree,2017,3800,17517,32.15
Hawaii,HI,Doctorate,2017,249,17517,34.6
Hawaii,HI,High School Grad,2017,3124,17517,26.75
Hawaii,HI,Master's Degree,2017,1471,17517,33.8
Hawaii,HI,Some College Credit,2017,3392,17517,28.4
Hawaii,HI,Unknown,2017,114,17517,28.95
Hawaii,HI,9th > 12th Grade,2018,2858,16972,26.7
Hawaii,HI,> 8th Grade,2018,137,16972,27.95
Hawaii,HI,Associate Degree,2018,1976,16972,30.6
Hawaii,HI,Bahcelor's Degree,2018,3889,16972,32.1
Hawaii,HI,Doctorate,2018,248,16972,34.5
Hawaii,HI,High School Grad,2018,2907,16972,26.8
Hawaii,HI,Master's Degree,2018,1407,16972,34.05
Hawaii,HI,Some College Credit,2018,3433,16972,28.75
Hawaii,HI,Unknown,2018,117,16972,29.95
Hawaii,HI,9th > 12th Grade,2019,2863,16797,26.8
Hawaii,HI,> 8th Grade,2019,137,16797,27.95
Hawaii,HI,Associate Degree,2019,1681,16797,30.9
Hawaii,HI,Bahcelor's Degree,2019,3803,16797,32.25
Hawaii,HI,Doctorate,2019,246,16797,34.9
Hawaii,HI,High School Grad,2019,2941,16797,26.95
Hawaii,HI,Master's Degree,2019,1455,16797,34.1
Hawaii,HI,Some College Credit,2019,3518,16797,28.85
Hawaii,HI,Unknown,2019,153,16797,28.25
Hawaii,HI,9th > 12th Grade,2020,2535,15785,27.25
Hawaii,HI,> 8th Grade,2020,116,15785,28.75
Hawaii,HI,Associate Degree,2020,1622,15785,30.7
Hawaii,HI,Bahcelor's Degree,2020,3698,15785,32.1
Hawaii,HI,Doctorate,2020,245,15785,34.75
Hawaii,HI,High School Grad,2020,2797,15785,26.85
Hawaii,HI,Master's Degree,2020,1388,15785,34.15
Hawaii,HI,Some College Credit,2020,3125,15785,28.8
Hawaii,HI,Unknown,2020,259,15785,29.8
Hawaii,HI,9th > 12th Grade,2021,2354,15620,27.15
Hawaii,HI,> 8th Grade,2021,102,15620,29.4
Hawaii,HI,Associate Degree,2021,1580,15620,31.05
Hawaii,HI,Bahcelor's Degree,2021,3744,15620,32.2
Hawaii,HI,Doctorate,2021,296,15620,34.55
Hawaii,HI,High School Grad,2021,2719,15620,27.05
Hawaii,HI,Master's Degree,2021,1523,15620,34.25
Hawaii,HI,Some College Credit,2021,3000,15620,29.4
Hawaii,HI,Unknown,2021,302,15620,30.15
Idaho,ID,9th > 12th Grade,2016,1963,22482,24.15
Idaho,ID,> 8th Grade,2016,539,22482,30.55
Idaho,ID,Associate Degree,2016,2321,22482,29.15
Idaho,ID,Bahcelor's Degree,2016,4677,22482,30.15
Idaho,ID,Doctorate,2016,293,22482,33.3
Idaho,ID,High School Grad,2016,5783,22482,25.95
Idaho,ID,Master's Degree,2016,1036,22482,32.6
Idaho,ID,Some College Credit,2016,5761,22482,27.35
Idaho,ID,Unknown,2016,109,22482,29.45
Idaho,ID,9th > 12th Grade,2017,1946,22181,24.35
Idaho,ID,> 8th Grade,2017,463,22181,30.25
Idaho,ID,Associate Degree,2017,2286,22181,28.95
Idaho,ID,Bahcelor's Degree,2017,4669,22181,30.25
Idaho,ID,Doctorate,2017,318,22181,33.55
Idaho,ID,High School Grad,2017,5581,22181,25.95
Idaho,ID,Master's Degree,2017,1050,22181,32.6
Idaho,ID,Some College Credit,2017,5749,22181,27.65
Idaho,ID,Unknown,2017,119,22181,28.1
Idaho,ID,9th > 12th Grade,2018,1801,21403,24.5
Idaho,ID,> 8th Grade,2018,414,21403,30.45
Idaho,ID,Associate Degree,2018,2148,21403,29.2
Idaho,ID,Bahcelor's Degree,2018,4673,21403,30.15
Idaho,ID,Doctorate,2018,300,21403,33.35
Idaho,ID,High School Grad,2018,5430,21403,26.1
Idaho,ID,Master's Degree,2018,1059,21403,32.75
Idaho,ID,Some College Credit,2018,5476,21403,27.7
Idaho,ID,Unknown,2018,102,21403,29.2
Idaho,ID,9th > 12th Grade,2019,1804,22063,24.55
Idaho,ID,> 8th Grade,2019,449,22063,30.7
Idaho,ID,Associate Degree,2019,2259,22063,29.25
Idaho,ID,Bahcelor's Degree,2019,4891,22063,30.35
Idaho,ID,Doctorate,2019,308,22063,33.45
Idaho,ID,High School Grad,2019,5503,22063,26.3
Idaho,ID,Master's Degree,2019,1160,22063,32.8
Idaho,ID,Some College Credit,2019,5562,22063,27.85
Idaho,ID,Unknown,2019,127,22063,28.4
Idaho,ID,9th > 12th Grade,2020,1754,21533,24.45
Idaho,ID,> 8th Grade,2020,393,21533,30.1
Idaho,ID,Associate Degree,2020,2207,21533,29.4
Idaho,ID,Bahcelor's Degree,2020,4984,21533,30.45
Idaho,ID,Doctorate,2020,315,21533,33.65
Idaho,ID,High School Grad,2020,5395,21533,26.35
Idaho,ID,Master's Degree,2020,1112,21533,32.5
Idaho,ID,Some College Credit,2020,5238,21533,27.85
Idaho,ID,Unknown,2020,135,21533,29
Idaho,ID,9th > 12th Grade,2021,1630,22427,24.65
Idaho,ID,> 8th Grade,2021,399,22427,30.9
Idaho,ID,Associate Degree,2021,2283,22427,29.3
Idaho,ID,Bahcelor's Degree,2021,5345,22427,30.3
Idaho,ID,Doctorate,2021,381,22427,33.8
Idaho,ID,High School Grad,2021,5443,22427,26.5
Idaho,ID,Master's Degree,2021,1306,22427,32.7
Idaho,ID,Some College Credit,2021,5436,22427,28.1
Idaho,ID,Unknown,2021,204,22427,29.6
Illinois,IL,9th > 12th Grade,2016,13870,154445,24.95
Illinois,IL,> 8th Grade,2016,3994,154445,30.6
Illinois,IL,Associate Degree,2016,12242,154445,29.85
Illinois,IL,Bahcelor's Degree,2016,34404,154445,31.5
Illinois,IL,Doctorate,2016,4645,154445,33.7
Illinois,IL,High School Grad,2016,32925,154445,26.55
Illinois,IL,Master's Degree,2016,18838,154445,32.95
Illinois,IL,Some College Credit,2016,30457,154445,27.65
Illinois,IL,Unknown,2016,3070,154445,29.9
Illinois,IL,9th > 12th Grade,2017,12844,149390,25.15
Illinois,IL,> 8th Grade,2017,3496,149390,30.75
Illinois,IL,Associate Degree,2017,11711,149390,29.95
Illinois,IL,Bahcelor's Degree,2017,33544,149390,31.65
Illinois,IL,Doctorate,2017,4539,149390,33.8
Illinois,IL,High School Grad,2017,32690,149390,26.55
Illinois,IL,Master's Degree,2017,18020,149390,33
Illinois,IL,Some College Credit,2017,29296,149390,27.85
Illinois,IL,Unknown,2017,3250,149390,30.05
Illinois,IL,9th > 12th Grade,2018,11739,144815,25.35
Illinois,IL,> 8th Grade,2018,3162,144815,30.65
Illinois,IL,Associate Degree,2018,11547,144815,30.05
Illinois,IL,Bahcelor's Degree,2018,33058,144815,31.75
Illinois,IL,Doctorate,2018,4588,144815,33.95
Illinois,IL,High School Grad,2018,32953,144815,26.75
Illinois,IL,Master's Degree,2018,17859,144815,33.15
Illinois,IL,Some College Credit,2018,27669,144815,28.1
Illinois,IL,Unknown,2018,2240,144815,30.4
Illinois,IL,9th > 12th Grade,2019,10453,140128,25.4
Illinois,IL,> 8th Grade,2019,2870,140128,30.75
Illinois,IL,Associate Degree,2019,11207,140128,30.1
Illinois,IL,Bahcelor's Degree,2019,32326,140128,31.85
Illinois,IL,Doctorate,2019,4567,140128,34
Illinois,IL,High School Grad,2019,32421,140128,26.8
Illinois,IL,Master's Degree,2019,17746,140128,33.25
Illinois,IL,Some College Credit,2019,26752,140128,28.3
Illinois,IL,Unknown,2019,1786,140128,30.75
Illinois,IL,9th > 12th Grade,2020,9814,133298,25.35
Illinois,IL,> 8th Grade,2020,2623,133298,31.1
Illinois,IL,Associate Degree,2020,10601,133298,30.15
Illinois,IL,Bahcelor's Degree,2020,31283,133298,31.9
Illinois,IL,Doctorate,2020,4380,133298,34.05
Illinois,IL,High School Grad,2020,30949,133298,26.85
Illinois,IL,Master's Degree,2020,16916,133298,33.3
Illinois,IL,Some College Credit,2020,24966,133298,28.5
Illinois,IL,Unknown,2020,1766,133298,30.8
Illinois,IL,9th > 12th Grade,2021,8829,132189,25.55
Illinois,IL,> 8th Grade,2021,2443,132189,30.4
Illinois,IL,Associate Degree,2021,10754,132189,30.25
Illinois,IL,Bahcelor's Degree,2021,32759,132189,32
Illinois,IL,Doctorate,2021,4824,132189,34.1
Illinois,IL,High School Grad,2021,29948,132189,27.05
Illinois,IL,Master's Degree,2021,17353,132189,33.4
Illinois,IL,Some College Credit,2021,23823,132189,28.7
Illinois,IL,Unknown,2021,1456,132189,31.4
Indiana,IN,9th > 12th Grade,2016,9134,83091,23.95
Indiana,IN,> 8th Grade,2016,3808,83091,28.85
Indiana,IN,Associate Degree,2016,7306,83091,29.4
Indiana,IN,Bahcelor's Degree,2016,16270,83091,30.5
Indiana,IN,Doctorate,2016,1532,83091,33.25
Indiana,IN,High School Grad,2016,22764,83091,25.5
Indiana,IN,Master's Degree,2016,5104,83091,32.15
Indiana,IN,Some College Credit,2016,17037,83091,27.25
Indiana,IN,Unknown,2016,136,83091,28.75
Indiana,IN,9th > 12th Grade,2017,8779,82170,24.2
Indiana,IN,> 8th Grade,2017,3827,82170,28.7
Indiana,IN,Associate Degree,2017,7051,82170,29.5
Indiana,IN,Bahcelor's Degree,2017,16043,82170,30.5
Indiana,IN,Doctorate,2017,1504,82170,33.15
Indiana,IN,High School Grad,2017,23165,82170,25.6
Indiana,IN,Master's Degree,2017,5014,82170,32.25
Indiana,IN,Some College Credit,2017,16650,82170,27.4
Indiana,IN,Unknown,2017,137,82170,27.75
Indiana,IN,9th > 12th Grade,2018,8453,81646,24.25
Indiana,IN,> 8th Grade,2018,3769,81646,28.85
Indiana,IN,Associate Degree,2018,6842,81646,29.7
Indiana,IN,Bahcelor's Degree,2018,16128,81646,30.6
Indiana,IN,Doctorate,2018,1601,81646,33.3
Indiana,IN,High School Grad,2018,23558,81646,25.65
Indiana,IN,Master's Degree,2018,4975,81646,32.4
Indiana,IN,Some College Credit,2018,16215,81646,27.55
Indiana,IN,Unknown,2018,105,81646,29.55
Indiana,IN,9th > 12th Grade,2019,8309,80859,24.3
Indiana,IN,> 8th Grade,2019,3854,80859,28.7
Indiana,IN,Associate Degree,2019,6464,80859,29.55
Indiana,IN,Bahcelor's Degree,2019,16257,80859,30.55
Indiana,IN,Doctorate,2019,1577,80859,33.2
Indiana,IN,High School Grad,2019,23993,80859,25.85
Indiana,IN,Master's Degree,2019,4916,80859,32.4
Indiana,IN,Some College Credit,2019,15388,80859,27.7
Indiana,IN,Unknown,2019,101,80859,28.95
Indiana,IN,9th > 12th Grade,2020,7629,78616,24.45
Indiana,IN,> 8th Grade,2020,3987,78616,28.75
Indiana,IN,Associate Degree,2020,6285,78616,29.75
Indiana,IN,Bahcelor's Degree,2020,16074,78616,30.55
Indiana,IN,Doctorate,2020,1664,78616,33.25
Indiana,IN,High School Grad,2020,23434,78616,26
Indiana,IN,Master's Degree,2020,4964,78616,32.4
Indiana,IN,Some College Credit,2020,14462,78616,27.9
Indiana,IN,Unknown,2020,117,78616,28.8
Indiana,IN,9th > 12th Grade,2021,7363,79946,24.65
Indiana,IN,> 8th Grade,2021,3897,79946,28.65
Indiana,IN,Associate Degree,2021,6544,79946,29.8
Indiana,IN,Bahcelor's Degree,2021,17013,79946,30.65
Indiana,IN,Doctorate,2021,1717,79946,33.15
Indiana,IN,High School Grad,2021,23268,79946,26.1
Indiana,IN,Master's Degree,2021,5391,79946,32.3
Indiana,IN,Some College Credit,2021,14538,79946,28
Indiana,IN,Unknown,2021,215,79946,29.75
Iowa,IA,9th > 12th Grade,2016,3098,39403,24.35
Iowa,IA,> 8th Grade,2016,1291,39403,30.15
Iowa,IA,Associate Degree,2016,5045,39403,29.25
Iowa,IA,Bahcelor's Degree,2016,9449,39403,30.3
Iowa,IA,Doctorate,2016,1045,39403,32.55
Iowa,IA,High School Grad,2016,9447,39403,26.05
Iowa,IA,Master's Degree,2016,2999,39403,31.8
Iowa,IA,Some College Credit,2016,6957,39403,27.15
Iowa,IA,Unknown,2016,72,39403,28.75
Iowa,IA,9th > 12th Grade,2017,3067,38430,24.75
Iowa,IA,> 8th Grade,2017,1263,38430,30.15
Iowa,IA,Associate Degree,2017,4853,38430,29.35
Iowa,IA,Bahcelor's Degree,2017,9119,38430,30.45
Iowa,IA,Doctorate,2017,1075,38430,32.65
Iowa,IA,High School Grad,2017,9406,38430,26.2
Iowa,IA,Master's Degree,2017,2982,38430,31.95
Iowa,IA,Some College Credit,2017,6607,38430,27.45
Iowa,IA,Unknown,2017,58,38430,28
Iowa,IA,9th > 12th Grade,2018,3091,37785,24.7
Iowa,IA,> 8th Grade,2018,1204,37785,30.05
Iowa,IA,Associate Degree,2018,4746,37785,29.45
Iowa,IA,Bahcelor's Degree,2018,9062,37785,30.4
Iowa,IA,Doctorate,2018,1047,37785,32.7
Iowa,IA,High School Grad,2018,9172,37785,26.35
Iowa,IA,Master's Degree,2018,3036,37785,32.1
Iowa,IA,Some College Credit,2018,6349,37785,27.45
Iowa,IA,Unknown,2018,78,37785,29.25
Iowa,IA,9th > 12th Grade,2019,2802,37649,25.05
Iowa,IA,> 8th Grade,2019,1236,37649,29.7
Iowa,IA,Associate Degree,2019,4649,37649,29.5
Iowa,IA,Bahcelor's Degree,2019,9161,37649,30.55
Iowa,IA,Doctorate,2019,1071,37649,32.75
Iowa,IA,High School Grad,2019,9289,37649,26.5
Iowa,IA,Master's Degree,2019,3092,37649,32.1
Iowa,IA,Some College Credit,2019,6263,37649,27.65
Iowa,IA,Unknown,2019,86,37649,28.3
Iowa,IA,9th > 12th Grade,2020,2829,36114,24.95
Iowa,IA,> 8th Grade,2020,1217,36114,29.85
Iowa,IA,Associate Degree,2020,4330,36114,29.45
Iowa,IA,Bahcelor's Degree,2020,8719,36114,30.5
Iowa,IA,Doctorate,2020,1020,36114,32.85
Iowa,IA,High School Grad,2020,9088,36114,26.6
Iowa,IA,Master's Degree,2020,2984,36114,32.05
Iowa,IA,Some College Credit,2020,5855,36114,27.85
Iowa,IA,Unknown,2020,72,36114,29
Iowa,IA,9th > 12th Grade,2021,2767,36835,25.2
Iowa,IA,> 8th Grade,2021,1256,36835,29.35
Iowa,IA,Associate Degree,2021,4487,36835,29.65
Iowa,IA,Bahcelor's Degree,2021,9170,36835,30.6
Iowa,IA,Doctorate,2021,1047,36835,32.9
Iowa,IA,High School Grad,2021,8971,36835,26.75
Iowa,IA,Master's Degree,2021,3262,36835,32.15
Iowa,IA,Some College Credit,2021,5809,36835,28.05
Iowa,IA,Unknown,2021,66,36835,29.3
Kansas,KS,9th > 12th Grade,2016,3627,38053,24.45
Kansas,KS,> 8th Grade,2016,1138,38053,29.3
Kansas,KS,Associate Degree,2016,3605,38053,28.9
Kansas,KS,Bahcelor's Degree,2016,8547,38053,30.55
Kansas,KS,Doctorate,2016,920,38053,32.85
Kansas,KS,High School Grad,2016,8625,38053,25.5
Kansas,KS,Master's Degree,2016,3330,38053,31.95
Kansas,KS,Some College Credit,2016,8151,38053,27.05
Kansas,KS,Unknown,2016,110,38053,28.5
Kansas,KS,9th > 12th Grade,2017,3285,36519,24.6
Kansas,KS,> 8th Grade,2017,1047,36519,29.35
Kansas,KS,Associate Degree,2017,3478,36519,28.8
Kansas,KS,Bahcelor's Degree,2017,8172,36519,30.6
Kansas,KS,Doctorate,2017,874,36519,33.1
Kansas,KS,High School Grad,2017,8695,36519,25.7
Kansas,KS,Master's Degree,2017,3188,36519,32.15
Kansas,KS,Some College Credit,2017,7665,36519,27.25
Kansas,KS,Unknown,2017,115,36519,29.45
Kansas,KS,9th > 12th Grade,2018,3199,36261,24.45
Kansas,KS,> 8th Grade,2018,1029,36261,29.45
Kansas,KS,Associate Degree,2018,3486,36261,29
Kansas,KS,Bahcelor's Degree,2018,8249,36261,30.75
Kansas,KS,Doctorate,2018,886,36261,32.95
Kansas,KS,High School Grad,2018,8832,36261,26
Kansas,KS,Master's Degree,2018,3096,36261,32.15
Kansas,KS,Some College Credit,2018,7350,36261,27.2
Kansas,KS,Unknown,2018,134,36261,29.4
Kansas,KS,9th > 12th Grade,2019,2984,35395,24.6
Kansas,KS,> 8th Grade,2019,1078,35395,29
Kansas,KS,Associate Degree,2019,3386,35395,29.1
Kansas,KS,Bahcelor's Degree,2019,8008,35395,30.7
Kansas,KS,Doctorate,2019,907,35395,33.1
Kansas,KS,High School Grad,2019,8551,35395,25.9
Kansas,KS,Master's Degree,2019,3243,35395,32.5
Kansas,KS,Some College Credit,2019,7079,35395,27.45
Kansas,KS,Unknown,2019,159,35395,29.4
Kansas,KS,9th > 12th Grade,2020,2725,34376,24.85
Kansas,KS,> 8th Grade,2020,1024,34376,29.15
Kansas,KS,Associate Degree,2020,3230,34376,29
Kansas,KS,Bahcelor's Degree,2020,7821,34376,30.75
Kansas,KS,Doctorate,2020,922,34376,33.15
Kansas,KS,High School Grad,2020,8766,34376,25.8
Kansas,KS,Master's Degree,2020,3112,34376,32.2
Kansas,KS,Some College Credit,2020,6591,34376,27.55
Kansas,KS,Unknown,2020,185,34376,29.55
Kansas,KS,9th > 12th Grade,2021,2538,34705,24.9
Kansas,KS,> 8th Grade,2021,1113,34705,29.1
Kansas,KS,Associate Degree,2021,3178,34705,29.3
Kansas,KS,Bahcelor's Degree,2021,8368,34705,30.75
Kansas,KS,Doctorate,2021,994,34705,32.9
Kansas,KS,High School Grad,2021,8961,34705,26.25
Kansas,KS,Master's Degree,2021,3171,34705,32.3
Kansas,KS,Some College Credit,2021,6177,34705,27.7
Kansas,KS,Unknown,2021,205,34705,29.25
Kentucky,KY,9th > 12th Grade,2016,5810,55449,23.8
Kentucky,KY,> 8th Grade,2016,1882,55449,28.4
Kentucky,KY,Associate Degree,2016,4964,55449,28.95
Kentucky,KY,Bahcelor's Degree,2016,8549,55449,30.3
Kentucky,KY,Doctorate,2016,1217,55449,32.85
Kentucky,KY,High School Grad,2016,15424,55449,24.9
Kentucky,KY,Master's Degree,2016,4290,55449,31.85
Kentucky,KY,Some College Credit,2016,13040,55449,26.7
Kentucky,KY,Unknown,2016,273,55449,27.75
Kentucky,KY,9th > 12th Grade,2017,5643,54752,23.85
Kentucky,KY,> 8th Grade,2017,1796,54752,29
Kentucky,KY,Associate Degree,2017,5028,54752,28.95
Kentucky,KY,Bahcelor's Degree,2017,8371,54752,30.4
Kentucky,KY,Doctorate,2017,1120,54752,32.7
Kentucky,KY,High School Grad,2017,15683,54752,25
Kentucky,KY,Master's Degree,2017,4370,54752,31.85
Kentucky,KY,Some College Credit,2017,12493,54752,26.75
Kentucky,KY,Unknown,2017,248,54752,28.4
Kentucky,KY,9th > 12th Grade,2018,5238,53922,24
Kentucky,KY,> 8th Grade,2018,1859,53922,28.85
Kentucky,KY,Associate Degree,2018,4928,53922,28.95
Kentucky,KY,Bahcelor's Degree,2018,8173,53922,30.45
Kentucky,KY,Doctorate,2018,1141,53922,32.95
Kentucky,KY,High School Grad,2018,15922,53922,25.2
Kentucky,KY,Master's Degree,2018,4293,53922,31.85
Kentucky,KY,Some College Credit,2018,12130,53922,27
Kentucky,KY,Unknown,2018,238,53922,27.9
Kentucky,KY,9th > 12th Grade,2019,4971,53069,24.25
Kentucky,KY,> 8th Grade,2019,1880,53069,29
Kentucky,KY,Associate Degree,2019,4864,53069,29.1
Kentucky,KY,Bahcelor's Degree,2019,8226,53069,30.4
Kentucky,KY,Doctorate,2019,1094,53069,32.8
Kentucky,KY,High School Grad,2019,15908,53069,25.3
Kentucky,KY,Master's Degree,2019,4133,53069,31.95
Kentucky,KY,Some College Credit,2019,11703,53069,27.1
Kentucky,KY,Unknown,2019,290,53069,28.9
Kentucky,KY,9th > 12th Grade,2020,4650,51668,24.5
Kentucky,KY,> 8th Grade,2020,1912,51668,29.05
Kentucky,KY,Associate Degree,2020,4618,51668,29.2
Kentucky,KY,Bahcelor's Degree,2020,8044,51668,30.4
Kentucky,KY,Doctorate,2020,1110,51668,33.05
Kentucky,KY,High School Grad,2020,16102,51668,25.3
Kentucky,KY,Master's Degree,2020,4210,51668,32.1
Kentucky,KY,Some College Credit,2020,10783,51668,27.3
Kentucky,KY,Unknown,2020,239,51668,28.2
Kentucky,KY,9th > 12th Grade,2021,4400,52214,24.35
Kentucky,KY,> 8th Grade,2021,2078,52214,29.15
Kentucky,KY,Associate Degree,2021,4683,52214,29.15
Kentucky,KY,Bahcelor's Degree,2021,8683,52214,30.4
Kentucky,KY,Doctorate,2021,1180,52214,33.1
Kentucky,KY,High School Grad,2021,16117,52214,25.55
Kentucky,KY,Master's Degree,2021,4294,52214,31.95
Kentucky,KY,Some College Credit,2021,10531,52214,27.4
Kentucky,KY,Unknown,2021,248,52214,28.3
Louisiana,LA,9th > 12th Grade,2016,8100,63178,24.25
Louisiana,LA,> 8th Grade,2016,1775,63178,26.4
Louisiana,LA,Associate Degree,2016,4363,63178,29.15
Louisiana,LA,Bahcelor's Degree,2016,10422,63178,30.4
Louisiana,LA,Doctorate,2016,1172,63178,33
Louisiana,LA,High School Grad,2016,19923,63178,25.75
Louisiana,LA,Master's Degree,2016,3449,63178,32
Louisiana,LA,Some College Credit,2016,13675,63178,26.95
Louisiana,LA,Unknown,2016,299,63178,28.1
Louisiana,LA,9th > 12th Grade,2017,7538,61018,24.35
Louisiana,LA,> 8th Grade,2017,1648,61018,27.1
Louisiana,LA,Associate Degree,2017,4531,61018,29.15
Louisiana,LA,Bahcelor's Degree,2017,9881,61018,30.45
